CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"3790102",7114,103,475,6,0,0
"3790203",7115,135,989,5,4,0
"3790204",7116,61,416,3,0,0
"3790305",7117,109,576,5,1,0
"3790306",7118,163,589,3,3,0
"3790407",7119,99,674,4,1,0
"3790408",7120,97,570,6,1,0
"3810110",7121,487,3300,34,0,2
"3810111",7122,856,1947,31,12,3
"3810112",7123,614,1526,47,9,1
"3810114",7124,563,1613,31,6,0
"3810123",7125,319,940,18,2,5
"3810208",7126,1011,4248,81,6,0
"3810220",7127,308,1100,21,3,0
"3810222",7128,640,2520,48,3,0
"3810227",7129,757,3173,39,6,2
"3810228",7130,769,2923,37,5,3
"3810230",7131,410,1864,36,4,1
"3810305",7132,381,1558,35,5,1
"3810306",7133,539,2414,60,9,1
"3810307",7134,489,2375,47,2,3
"3810309",7135,301,2227,26,8,0
"3810324",7136,734,3211,38,8,2
"3810325",7137,404,2868,47,6,4
"3810415",7138,743,2750,51,7,2
"3810418",7139,826,2703,57,9,2
"3810421",7140,544,1624,39,5,0
"3810426",7141,315,1794,29,5,2
"3810429",7142,792,2118,58,9,3
"3830001",7143,36,122,0,1,0
"3830002",7144,62,322,5,0,0
"3830003A",7145,36,234,1,2,0
"3830003B",7146,3,45,0,0,0
"3830004",7147,35,219,1,0,0
"3850001",7148,87,445,2,4,0
"3850002",7149,93,509,5,1,0
"3850003",7150,71,263,0,0,0
"3850004",7151,20,169,1,0,0
"3850006",7152,45,198,6,0,0
"3850007",7153,4,59,0,0,0
"3870001",7154,6,59,0,0,0
"3870002",7155,142,305,2,0,2
"3870003",7156,339,384,7,1,1
"3870004",7157,247,359,3,0,0
"3870005",7158,81,659,7,0,0
"3870007",7159,33,168,0,0,0
"3870009",7160,10,215,1,0,0
"3870010",7161,16,140,4,2,0
"3870011",7162,13,107,0,0,0
"3870013",7163,68,423,5,1,2
"3870014",7164,16,139,2,0,0
"3870017",7165,21,162,1,0,0
"3870018",7166,10,109,0,0,0
"3870019",7167,35,307,2,0,1
"3870020",7168,40,68,0,0,0
"3870021",7169,32,87,0,0,0
"3870024",7170,27,113,0,0,0
"3870027",7171,26,296,1,2,0
"3870028",7172,44,124,0,0,0
"3870029",7173,26,91,1,1,0
"3870030",7174,8,89,0,0,0
"3870031",7175,6,113,0,0,0
"3890001",7176,78,107,2,0,1
"3890002",7177,182,251,3,2,1
"3890003",7178,204,334,3,2,0
"3890004",7179,7,35,0,0,0
"3890005",7180,87,179,3,1,0
"3890006",7181,26,36,2,0,1
"3890007",7182,163,314,4,0,0
"3890008",7183,81,151,4,1,1
"3890010",7184,182,293,6,2,0
"3890011",7185,205,182,2,0,0
"3890012",7186,179,367,1,0,0
"3910001",7187,134,150,1,2,0
"3910002",7188,144,521,6,4,1
"3910003",7189,118,387,4,3,0
"3910004",7190,167,90,1,3,0
"391001A",7191,189,187,5,3,0
"391002A",7192,17,140,1,1,0
"391002B",7193,67,138,4,0,0
"391003A",7194,114,357,2,2,0
"391004A",7195,105,163,2,2,0
"391004B",7196,53,77,0,1,0
"3930001",7197,3,126,3,0,0
"3930002",7198,2,135,0,0,0
"3930003",7199,4,121,1,0,0
"39304-1",7200,3,74,0,0,0
"39304-2",7201,5,73,0,0,0
"3950001",7202,371,519,11,2,3
"3950002",7203,371,592,8,2,3
"3950003",7204,63,402,3,1,0
"3950004",7205,54,370,2,0,0
"3950005",7206,239,825,5,1,1
"3950006",7207,214,1023,11,1,0
"3950007",7208,25,26,0,1,0
"3950008",7209,19,178,3,0,0
"3950011",7210,184,627,11,1,0
"3950013",7211,20,155,1,0,1
"3950016",7212,17,105,1,1,1
"3950018",7213,8,60,0,0,0
"3950019",7214,47,402,3,0,1
"3950022",7215,528,142,6,1,1
"3950023",7216,214,220,1,2,0
"3970001A",7217,1384,2911,50,7,14
"3970001B",7218,0,0,0,0,0
"3970002",7219,1025,2316,34,13,11
"3970003",7220,172,192,6,3,1
"3970004",7221,513,1586,26,4,5
"397001AA",7222,809,1379,22,7,6
"397001AB",7223,259,435,7,0,0
"397001B",7224,1341,3606,47,6,16
"397001C",7225,741,1868,26,5,6
"397002A",7226,1166,2212,29,12,11
"397002B",7227,535,905,29,4,2
"397002C",7228,1122,3403,41,5,15
"397003A",7229,518,470,13,5,3
"397003B",7230,1050,1303,23,11,11
"397003C",7231,511,1809,24,9,7
"397003D",7232,1407,4449,62,11,13
"397004A",7233,2659,4961,116,12,27
"397004B",7234,351,726,15,3,4
"397004C",7235,849,2195,41,4,7
"3990001",7236,129,768,7,3,0
"3990002",7237,25,58,1,0,0
"3990003",7238,117,806,6,5,0
"3990004A",7239,47,194,1,0,0
"3990004B",7240,0,16,0,0,0
"3990005",7241,8,123,2,0,0
"3990006",7242,10,93,1,0,0
"3990007",7243,78,502,8,2,0
"3990008",7244,53,468,4,0,0
"3990009",7245,68,485,5,1,0
"3990010",7246,17,294,4,0,0
"4010111",7247,102,539,6,2,2
"4010112",7248,232,1069,13,6,3
"4010113",7249,401,1646,23,4,5
"4010114",7250,211,869,7,1,1
"4010201",7251,159,474,11,4,0
"4010212",7252,103,529,3,1,0
"4010213",7253,240,1152,7,1,4
"4010214",7254,412,1442,10,1,3
"4010215",7255,405,1191,10,4,0
"4010302",7256,316,344,3,0,1
"4010303",7257,441,471,4,5,2
"4010314A",7258,99,635,2,1,0
"4010314B",7259,5,52,0,0,0
"4010315",7260,62,560,5,1,0
"4010316",7261,39,295,3,2,1
"4010317",7262,171,249,2,0,1
"4010318",7263,148,618,8,0,0
"4010319",7264,102,153,2,0,2
"4010404",7265,226,970,14,3,1
"4010405",7266,171,713,8,4,0
"4010416",7267,105,540,1,3,0
"4010417",7268,216,767,3,4,0
"4010418",7269,263,1256,10,3,2
"4030001",7270,129,1234,14,1,2
"4030002",7271,113,975,4,2,0
"4030003",7272,101,270,0,1,0
"4030004",7273,12,184,0,0,0
"4030005",7274,65,794,6,1,0
"4030006",7275,150,1064,2,2,1
"4030007",7276,71,55,0,0,0
"4030008",7277,28,208,1,0,1
"4050001",7278,290,544,4,1,0
"4050002",7279,115,129,0,0,0
"4050003",7280,52,125,1,0,0
"4050004",7281,98,186,1,0,0
"4050005",7282,39,235,0,0,0
"4050006",7283,17,204,2,0,0
"4050007",7284,29,219,2,0,0
"4050008",7285,37,451,0,1,0
"4050009",7286,74,610,1,0,0
"4050010",7287,19,295,0,0,0
"4050011",7288,210,9,2,0,0
"4070001",7289,433,1551,14,5,0
"4070002",7290,454,2006,15,11,0
"4070003",7291,163,727,14,4,0
"4070004",7292,38,509,3,1,0
"4070005",7293,149,1184,15,4,0
"4070006",7294,265,1251,12,4,0
"4070007",7295,381,1159,10,7,0
"4070008",7296,173,638,6,2,0
"4070010",7297,46,369,8,1,0
"4070013",7298,77,419,2,0,0
"4070014",7299,158,348,2,0,2
"4090101",7300,134,180,2,0,0
"4090102",7301,691,875,17,11,0
"4090103",7302,48,235,3,0,0
"4090104",7303,313,629,9,3,0
"4090105",7304,550,389,9,4,1
"4090106",7305,302,636,12,4,0
"4090107",7306,56,124,0,0,0
"4090108",7307,786,1900,50,7,0
"4090109",7308,483,1342,22,4,1
"4090110",7309,406,630,9,6,0
"4090111",7310,6,22,0,0,0
"4090112",7311,486,153,5,3,0
"4090113",7312,413,239,8,2,0
"4090114",7313,317,985,27,5,0
"4090115",7314,619,1828,18,9,0
"4090116",7315,711,2318,30,5,0
"4090117",7316,95,246,3,1,0
"4090118",7317,634,564,5,10,0
"4090119",7318,247,583,22,3,0
"4090120",7319,119,379,4,1,1
"4090121",7320,405,875,18,3,0
"4090122",7321,165,371,2,2,0
"4090123",7322,23,51,0,1,0
"4090124",7323,971,942,15,8,0
"4090125",7324,8,20,1,1,0
"4110001",7325,68,583,1,0,0
"411002A",7326,58,407,0,0,0
"411002B",7327,18,177,1,0,0
"411003A",7328,47,342,3,0,0
"411003B",7329,32,238,0,0,0
"411004A",7330,56,488,1,0,0
"411004B",7331,8,73,1,0,0
"4130001",7332,67,271,1,0,0
"4130002",7333,64,232,1,0,0
"4130003",7334,41,76,1,0,0
"4130004",7335,39,361,3,2,0
"4150005",7336,10,71,3,0,0
"4150006",7337,16,168,1,0,0
"4150007",7338,213,1274,14,7,0
"4150008",7339,68,481,5,3,0
"4150009",7340,25,360,3,0,0
"4150010",7341,85,762,2,1,0
"4150011",7342,7,100,1,0,0
"4150012",7343,134,726,16,2,0
"4150013",7344,46,289,1,0,0
"4150014",7345,11,81,0,0,0
"4150015",7346,203,671,7,2,0
"4170101",7347,32,341,1,1,0
"4170202",7348,27,425,3,0,0
"4170303",7349,10,182,3,2,0
"4170307",7350,15,195,0,0,0
"4170404",7351,1,27,0,0,0
"4170405",7352,22,145,4,1,0
"4170406A",7353,23,169,0,0,0
"4170406B",7354,0,0,0,0,0
"4190002",7355,54,501,3,0,0
"4190003",7356,12,216,1,0,0
"4190004",7357,101,454,0,0,0
"4190005",7358,118,1304,2,1,0
"4190006",7359,62,353,3,0,0
"4190007",7360,157,428,1,0,0
"4190008",7361,233,490,2,0,0
"419001N",7362,155,762,6,0,0
"419001S",7363,241,929,6,2,0
"419001W",7364,51,247,0,0,0
"419009N",7365,150,598,3,0,0
"419009S",7366,103,544,4,1,0
"41901SE",7367,510,352,3,0,0
"41901SW",7368,121,797,3,0,3
"4210101",7369,3,40,0,0,1
"4210102",7370,24,150,0,1,0
"4210201",7371,16,96,1,2,0
"4210202",7372,3,79,1,0,0
"4210301",7373,6,77,2,0,0
"4210302",7374,13,135,1,1,0
"4210401",7375,26,308,4,1,0
"4230001",7376,299,421,6,1,0
"4230002",7377,302,103,4,3,0
"4230003",7378,521,1203,35,4,0
"4230004",7379,492,562,5,2,0
"4230005",7380,452,2762,36,11,0
"4230006",7381,105,585,10,2,0
"4230007",7382,309,951,12,6,0
"4230008",7383,214,787,4,0,0
"4230009",7384,114,64,3,0,0
"4230010",7385,982,1041,13,5,0
"4230011",7386,750,202,8,5,0
"4230012",7387,810,124,6,12,0
"4230013",7388,817,47,4,3,0
"4230014",7389,421,785,19,5,0
"4230015",7390,498,3110,25,7,0
"4230016",7391,625,113,6,2,0
"4230017",7392,80,631,4,2,0
"4230018",7393,657,53,5,6,0
"4230019",7394,529,2969,67,5,0
"4230020",7395,205,105,4,3,0
"4230021",7396,328,832,20,8,0
"4230022",7397,123,71,2,0,0
"4230023",7398,508,1098,19,5,0
"4230025",7399,412,1168,19,4,0
"4230026",7400,332,1618,13,6,0
"4230027",7401,473,778,24,7,0
"4230028",7402,525,2291,38,5,0
"4230029",7403,328,1045,11,4,0
"4230030",7404,588,2722,41,5,0
"4230031",7405,519,2440,33,4,0
"4230032",7406,454,1698,23,7,0
"4230034",7407,584,178,4,0,0
"4230035",7408,940,738,16,2,0
"4230036",7409,1251,378,17,9,0
"4230037",7410,277,1109,13,2,0
"4230038",7411,644,1186,34,5,0
"4230039",7412,165,75,1,0,0
"4230040",7413,671,3094,50,2,0
"4230041",7414,477,2580,30,1,0
"4230042",7415,599,2420,28,7,0
"4230043",7416,215,425,15,3,0
"4230044",7417,972,1560,26,4,0
"4230045",7418,98,891,6,1,0
"4230046",7419,202,545,3,3,0
"4230047",7420,101,189,2,1,0
"4230048",7421,116,161,2,0,0
"4230049",7422,85,65,1,0,0
"4230050",7423,492,1310,20,7,0
"4230052",7424,272,1356,10,2,0
"4230054",7425,648,1592,31,5,0
"4230055",7426,1313,2113,56,12,0
"4230056",7427,663,1698,41,7,0
"4230058",7428,641,1869,20,3,0
"4230059",7429,669,1956,24,1,0
"4230060",7430,183,175,4,1,0
"4230061",7431,616,737,32,6,0
"4230063",7432,39,12,0,1,0
"4230064",7433,47,50,2,1,0
"4230065",7434,48,48,1,1,0
"4230066",7435,202,231,3,4,0
"4230070",7436,120,211,7,2,0
"4230071",7437,749,2554,27,7,0
"4230072",7438,60,87,2,1,0
"4230073",7439,192,196,4,0,0
"4230074",7440,80,307,7,1,0
"4230075",7441,330,2103,19,4,0
"4230076",7442,228,115,7,2,0
"4230077",7443,121,116,3,1,0
"4230078",7444,24,75,1,0,0
"4230079",7445,589,2080,34,5,0
"4230080",7446,2,11,0,0,0
"4230081",7447,92,64,3,1,0
"4230082",7448,26,41,1,0,0
"4250001",7449,150,835,11,3,6
"4250002",7450,234,1207,14,4,3
"4250003",7451,207,1051,19,3,6
"4250004",7452,177,1012,12,0,3
"4270001",7453,843,682,7,6,1
"4270002",7454,1183,1077,11,9,1
"4270003",7455,554,533,6,7,2
"4270004",7456,169,193,2,0,1
"4270005",7457,33,37,0,0,0
"4270006",7458,2264,1781,24,12,4
"4270007",7459,260,239,4,1,0
"4270008",7460,899,856,6,8,9
"4270009",7461,1111,1084,14,7,0
"4270010",7462,1783,1742,17,13,3
"4291-11",7463,76,623,4,1,0
"4292-11",7464,98,776,5,1,3
"4292-19A",7465,0,56,0,0,0
"4292-19B",7466,5,102,1,0,0
"4292-19C",7467,0,4,0,0,0
"4293-11",7468,73,315,4,0,2
"4293-19",7469,34,307,1,0,0
"4294-11",7470,43,379,1,0,0
"4294-19",7471,54,596,0,0,0
"4295-11",7472,14,227,0,0,0
"4310001A",7473,11,128,0,1,0
"4310001B",7474,3,32,0,0,0
"4310002A",7475,10,76,0,0,0
"4310002B",7476,1,11,0,0,0
"4310002C",7477,5,26,0,0,0
"4310002D",7478,1,4,0,0,0
"4310002E",7479,0,0,0,0,0
"4310003",7480,6,165,1,0,0
"4310004",7481,14,142,0,2,0
"4330001",7482,16,161,1,1,0
"4330002",7483,31,163,1,0,0
"4330003",7484,24,155,0,0,0
"4330004",7485,45,136,2,0,0
"4350101",7486,100,228,4,0,1
"4350201",7487,53,346,2,1,1
"4350301",7488,95,430,1,3,0
"4350401",7489,74,218,2,0,0
"4370001",7490,66,267,6,2,0
"4370002",7491,125,446,2,1,0
"4370003",7492,101,387,6,2,0
"4370004",7493,61,127,1,3,0
"4370006",7494,36,150,1,1,1
"4370007",7495,36,286,4,0,0
"4370009",7496,5,23,0,0,0
"4370011",7497,48,159,2,1,0
"4391001",7498,722,585,16,5,1
"4391004",7499,940,694,22,4,0
"4391005",7500,403,29,1,5,1
"4391008",7501,144,28,2,1,0
"4391009",7502,423,585,16,4,0
"4391010",7503,145,42,5,1,0
"4391011",7504,423,71,3,6,0
"4391012",7505,1028,540,16,4,0
"4391013",7506,1125,211,9,9,0
"4391014",7507,229,164,1,2,0
"4391015",7508,480,232,16,2,0
"4391019",7509,287,120,1,2,0
"4391021",7510,782,1388,38,5,1
"4391022",7511,435,439,17,2,3
"4391023",7512,1479,1255,36,6,0
"4391024",7513,1011,1379,38,4,1
"4391025",7514,844,365,9,6,1
"4391034",7515,605,1864,30,3,1
"4391056",7516,127,50,2,3,0
"4391059",7517,283,88,4,2,0
"4391061",7518,144,27,2,0,0
"4391062",7519,17,5,0,0,0
"4391066",7520,364,178,6,1,0
"4391071",7521,1051,465,32,13,0
"4391074",7522,335,55,3,2,0
"4391075",7523,367,99,4,5,0
"4391076",7524,537,310,14,2,2
"4391078",7525,448,39,1,1,0
"4391079",7526,504,65,1,2,0
"4391080",7527,597,52,8,2,0
"4391081",7528,197,292,6,1,0
"4391082",7529,263,121,4,2,1
"4391083",7530,433,97,1,2,0
"4391084",7531,0,0,0,0,0
"4391085",7532,259,170,5,0,0
"4391088",7533,527,144,5,3,0
"4391089",7534,705,40,6,1,0
"4391090",7535,715,75,3,5,0
"4391094",7536,746,376,16,3,0
"4391095",7537,290,364,10,2,0
"4391098",7538,776,92,2,1,0
"4391099",7539,324,115,1,0,0
"4391103",7540,431,737,13,5,1
"4391104",7541,1363,149,3,5,0
"4391105",7542,627,619,12,6,1
"4391106",7543,1161,63,3,9,0
"4391108",7544,789,606,19,3,1
"4391109",7545,509,246,12,2,0
"4391111",7546,715,1939,40,3,0
"4391117",7547,731,710,18,1,0
"4391119",7548,1732,808,35,9,0
"4391120",7549,1485,112,11,5,1
"4391126",7550,864,363,10,1,1
"4391127",7551,802,48,3,1,0
"4391132",7552,773,64,1,6,0
"4391133",7553,758,565,19,7,0
"4391142",7554,479,449,19,4,1
"4391146",7555,1146,555,17,1,0
"4391149",7556,1222,321,5,4,0
"4391150",7557,742,278,1,1,0
"4391151",7558,515,305,6,3,0
"4391153",7559,951,91,9,7,0
"4391154",7560,313,67,3,1,0
"4391165",7561,100,52,2,1,0
"4391167",7562,607,482,28,3,0
"4391170",7563,1163,605,23,8,1
"4391175",7564,764,565,18,5,0
"4391184",7565,321,271,7,3,0
"4391186",7566,263,399,2,1,0
"4391188",7567,320,9,1,1,0
"4391189",7568,1009,810,33,1,2
"4391197",7569,1596,1514,72,7,2
"4391198",7570,141,107,1,2,0
"4391199",7571,154,191,3,0,0
"4391206",7572,704,1276,34,5,1
"4391207",7573,1003,724,30,9,6
"4391208",7574,529,1084,24,3,2
"4391211",7575,1138,92,9,7,0
"4391227A",7576,691,250,8,2,0
"4391227B",7577,0,0,0,0,0
"4391236",7578,258,165,7,2,0
"4391237",7579,324,141,5,3,0
"4391238",7580,1346,676,14,4,0
"4391241",7581,120,52,0,1,0
"4391244",7582,30,90,0,0,0
"4391251",7583,1929,465,19,14,2
"4391255",7584,1527,711,26,9,2
"4391257",7585,714,338,13,5,0
"4391264",7586,655,647,19,3,2
"4391265",7587,929,571,12,3,2
"4391270",7588,200,182,4,2,0
"4391271",7589,596,1375,34,3,0
"4391273",7590,859,461,20,10,3
"4391277A",7591,581,448,10,2,1
"4391277B",7592,0,0,0,0,0
"4391278",7593,1153,242,3,5,0
"4391279",7594,1097,343,16,5,1
"4391291",7595,1128,69,7,9,0
"4391292",7596,780,237,18,4,0
"4391293",7597,683,154,4,4,0
"4391294",7598,916,1292,24,2,3
"4391295",7599,349,172,7,2,1
"4391296",7600,967,1067,23,4,1
"4391297",7601,1450,96,6,9,0
"4391298",7602,965,778,23,4,2
"4391300",7603,1157,521,19,12,0
"4391301",7604,1160,210,9,7,0
"4391311",7605,1030,289,9,7,1
"4391337",7606,676,1239,24,3,1
"4391339",7607,1003,1066,25,5,3
"4391345",7608,178,159,1,1,0
"4391346",7609,459,31,4,4,0
"4391347",7610,1691,1070,34,9,2
"4391348",7611,201,543,9,2,0
"4391351",7612,0,0,0,0,0
"4391352",7613,134,336,0,0,0
"4391366",7614,0,0,0,0,0
"4391376",7615,12,4,1,1,0
"4391377",7616,1560,1300,27,8,3
"4391378",7617,1835,603,16,11,0
"4391380",7618,737,413,22,5,2
"4391382",7619,1309,376,20,8,0
"4391388",7620,1480,599,18,10,2
"4391394",7621,0,0,0,0,0
"4391404",7622,15,15,0,0,0
"4391407",7623,23,13,0,0,0
"4391408",7624,101,42,4,1,0
"4391412",7625,0,0,0,0,0
"4391414",7626,24,5,0,0,0
"4391415",7627,648,196,3,5,0
"4391416",7628,67,56,0,0,0
"4391418",7629,0,0,0,0,0
"4391420",7630,0,0,0,0,0
"4391423",7631,795,1400,15,0,1
"4391424",7632,1,7,0,0,0
"4391427",7633,1,3,0,0,0
"4391430",7634,5,2,0,0,0
"4391431",7635,461,1122,11,1,0
"4391434",7636,0,0,0,0,0
"4391436",7637,588,311,11,1,0
"4391437",7638,285,265,2,0,0
"4391439",7639,115,18,0,2,0
"4391440",7640,1011,272,10,9,0
"4391441",7641,374,77,6,1,0
"4391444",7642,43,10,0,1,0
"4391445",7643,26,5,0,0,0
"4391455",7644,0,0,0,0,0
"4391457",7645,1,1,1,0,0
"4391459",7646,967,338,12,3,1
"4391460",7647,1338,363,23,11,0
"4391463",7648,859,276,11,10,0
"4391472",7649,55,96,3,0,1
"4391473",7650,43,26,1,3,0
"4391476",7651,39,29,1,2,0
"4391477",7652,500,84,5,6,0
"4391479",7653,81,33,1,0,0
"4391481",7654,202,76,2,2,0
"4391482",7655,291,68,2,2,0
"4391489",7656,1050,368,16,5,2
"4391490",7657,296,89,4,1,0
"4391491",7658,2,1,0,0,0
"4391501",7659,231,136,5,1,0
"4391504",7660,326,1170,24,4,0
"4391514",7661,0,0,0,0,0
"4391515",7662,8,11,0,0,0
"4391518",7663,452,105,5,1,0
"4391543",7664,0,0,0,0,0
"4391544",7665,3,0,0,1,0
"4391547",7666,0,0,0,0,0
"4391549",7667,0,0,0,0,0
"4391550",7668,26,0,1,0,0
"4391555",7669,0,0,0,0,0
"4391559",7670,112,36,3,0,0
"4391564",7671,0,0,0,0,0
"4391576",7672,91,6,1,1,0
"4391577",7673,542,122,6,3,0
"4391578",7674,783,245,17,1,0
"4391586",7675,2,2,0,0,0
"4391589",7676,77,72,4,0,0
"4391594",7677,0,0,0,0,0
"4391597",7678,223,61,4,5,0
"4391603",7679,1377,469,24,7,1
"4391605",7680,0,0,0,0,0
"4391607",7681,0,0,0,0,0
"4391608",7682,442,275,14,1,2
"4391610",7683,0,0,0,0,0
"4391611",7684,11,7,0,0,0
"4391617",7685,17,11,0,0,0
"4391619",7686,12,4,0,0,0
"4391621",7687,68,24,0,0,0
"4391622",7688,11,21,0,0,0
"4391623",7689,0,0,0,0,0
"4391625",7690,0,0,0,0,0
"4391627",7691,58,156,5,0,0
"4391628",7692,0,0,0,0,0
"4391631",7693,119,71,0,0,0
"4391633",7694,11,13,0,0,0
"4391639",7695,2453,680,19,10,0
"4391641",7696,1819,1089,40,9,1
"4391642",7697,1197,474,22,4,0
"4391651",7698,0,0,0,0,0
"4391652",7699,98,5,1,0,0
"4391672",7700,0,0,0,0,0
"4391674",7701,0,0,0,0,0
"4391676",7702,113,69,5,3,0
"4391677",7703,120,47,2,1,0
"4391678",7704,1,2,0,0,0
"4391679",7705,0,0,0,0,0
"4391684",7706,186,140,5,0,1
"4391701",7707,461,400,10,3,0
"4391704",7708,641,1016,29,3,1
"4391710",7709,474,591,7,2,0
"4391714",7710,1625,669,41,9,0
"4391715",7711,454,327,3,2,0
"4391717",7712,665,713,18,6,0
"4391718",7713,502,346,9,5,0
"4391719",7714,741,1302,41,4,1
"4391722",7715,179,126,4,0,0
"4391723",7716,861,434,15,4,0
"4392002",7717,0,0,0,0,0
"4392003",7718,340,369,9,2,1
"4392007",7719,709,999,20,6,2
"4392026",7720,650,770,18,7,1
"4392027",7721,518,315,10,2,0
"4392028",7722,350,631,13,2,0
"4392029",7723,721,1025,19,3,1
"4392030",7724,1702,529,19,12,0
"4392031",7725,2576,1084,27,9,0
"4392033",7726,744,790,26,4,0
"4392052",7727,994,586,25,10,8
"4392055",7728,789,734,22,4,1
"4392058",7729,0,1,0,0,0
"4392100",7730,203,165,6,1,2
"4392112",7731,517,1017,18,0,2
"4392134",7732,342,243,3,2,1
"4392143",7733,311,228,11,2,0
"4392145",7734,755,354,11,2,0
"4392147",7735,428,454,17,2,0
"4392148",7736,1019,436,23,3,0
"4392158A",7737,803,881,15,4,0
"4392158B",7738,0,0,0,0,0
"4392161",7739,704,292,18,7,2
"4392168",7740,901,618,26,11,8
"4392169",7741,515,197,6,1,0
"4392171",7742,915,1064,38,8,3
"4392173",7743,300,511,9,2,0
"4392174",7744,1007,955,25,5,2
"4392180",7745,797,236,5,3,1
"4392181",7746,972,1013,23,7,3
"4392190",7747,116,94,3,1,0
"4392205",7748,768,1026,34,8,6
"4392210",7749,295,157,6,1,0
"4392217",7750,1236,685,22,8,1
"4392219",7751,899,989,19,3,0
"4392220",7752,908,1118,22,3,1
"4392221",7753,696,644,15,5,0
"4392223",7754,487,966,17,5,1
"4392224",7755,893,394,13,7,1
"4392225",7756,762,234,13,4,1
"4392226",7757,818,439,15,8,0
"4392228",7758,824,1067,20,3,0
"4392229",7759,770,774,20,6,0
"4392235",7760,1117,636,8,7,0
"4392246",7761,416,510,19,1,1
"4392258",7762,154,324,3,2,0
"4392262",7763,212,526,10,2,0
"4392263",7764,808,463,18,3,1
"4392266",7765,963,1281,26,6,0
"4392267",7766,938,413,11,9,0
"4392268",7767,525,404,12,1,1
"4392269",7768,180,130,2,2,0
"4392274A",7769,0,2,0,0,0
"4392274B",7770,0,0,0,0,0
"4392275",7771,395,285,5,6,0
"4392280",7772,640,601,16,2,2
"4392281",7773,583,525,9,3,2
"4392299",7774,918,412,9,8,2
"4392302",7775,801,215,4,4,1
"4392303",7776,764,876,22,6,0
"4392304",7777,724,1045,21,0,1
"4392305",7778,659,717,15,11,1
"4392306",7779,592,896,21,5,1
"4392307",7780,1390,1428,38,8,3
"4392308",7781,1170,1288,32,7,0
"4392309",7782,561,348,11,5,0
"4392310",7783,630,691,18,5,0
"4392313",7784,703,1039,21,3,0
"4392314",7785,1030,1424,34,8,2
"4392315",7786,875,342,16,5,1
"4392316",7787,804,519,19,5,0
"4392317",7788,450,529,17,5,1
"4392318",7789,560,754,13,5,0
"4392319",7790,703,1070,25,2,2
"4392320",7791,810,431,6,3,2
"4392341",7792,243,75,3,1,0
"4392349",7793,814,486,10,0,0
"4392353",7794,555,295,9,2,0
"4392354",7795,953,541,20,5,0
"4392355",7796,519,672,14,5,2
"4392356",7797,1178,1085,24,9,2
"4392357",7798,1004,1447,29,5,2
"4392358",7799,790,1043,16,6,1
"4392360",7800,903,1730,27,8,1
"4392379",7801,1863,765,15,11,1
"4392381",7802,294,95,2,1,0
"4392383",7803,1046,560,23,5,0
"4392393",7804,146,99,0,0,0
"4392401",7805,94,110,1,0,2
"4392402",7806,7,10,0,0,0
"4392403",7807,12,1,0,0,0
"4392405",7808,2175,912,27,6,0
"4392411",7809,253,68,0,2,0
"4392413",7810,359,135,5,1,0
"4392419",7811,0,0,0,0,0
"4392425",7812,1258,936,28,9,0
"4392426",7813,711,1097,16,5,0
"4392428",7814,238,89,3,0,0
"4392435",7815,1153,1115,19,5,0
"4392438",7816,1282,525,16,6,2
"4392442",7817,1453,1025,29,3,0
"4392448",7818,1356,675,26,8,2
"4392449",7819,1004,513,16,5,0
"4392450",7820,1141,624,8,5,1
"4392451",7821,73,25,0,0,0
"4392453",7822,1326,532,15,4,0
"4392461",7823,1034,314,18,8,0
"4392462",7824,807,376,12,8,0
"4392464",7825,165,197,5,0,0
"4392466",7826,582,266,10,3,0
"4392467",7827,1257,549,11,7,1
"4392468",7828,874,948,21,7,2
"4392474",7829,127,244,5,0,0
"4392484",7830,1850,938,16,10,0
"4392488",7831,1165,618,9,6,0
"4392505",7832,474,699,11,2,0
"4392506",7833,1500,1855,46,6,1
"4392513",7834,0,0,0,0,0
"4392519",7835,541,252,6,4,0
"4392520",7836,757,716,23,2,0
"4392521",7837,419,550,19,2,0
"4392522",7838,1498,1764,35,5,3
"4392523",7839,747,372,10,3,1
"4392524",7840,524,1378,15,5,1
"4392525",7841,1595,564,23,8,1
"4392535",7842,711,1089,22,4,0
"4392536",7843,821,555,13,6,0
"4392537",7844,728,253,12,4,0
"4392541",7845,1128,513,11,9,0
"4392546",7846,24,13,0,0,0
"4392548",7847,436,842,18,1,0
"4392553",7848,641,358,10,8,0
"4392556",7849,600,819,18,5,0
"4392557",7850,718,282,11,3,0
"4392561",7851,0,0,0,0,0
"4392569",7852,34,12,0,1,0
"4392571",7853,0,0,0,0,0
"4392581",7854,1062,647,8,11,1
"4392600",7855,0,0,0,0,0
"4392601",7856,0,0,0,0,0
"4392606",7857,9,4,1,0,0
"4392609",7858,0,0,0,0,0
"4392612",7859,0,0,0,0,0
"4392613",7860,1124,381,11,4,0
"4392614",7861,169,88,1,0,0
"4392616",7862,40,22,0,0,0
"4392618",7863,27,7,1,0,0
"4392635",7864,891,364,9,4,0
"4392636",7865,752,1017,26,9,1
"4392643",7866,1801,1047,37,3,2
"4392644",7867,1871,739,21,9,1
"4392645",7868,650,1030,18,4,2
"4392655",7869,458,268,15,6,1
"4392656",7870,35,15,0,0,0
"4392657",7871,16,4,0,0,0
